custom_id,user_input,edited_response,system_prompt
OCD_372,"I’ve been going through this for more than a year and looking back it now compared to right now the first 4 months of this were actually so peaceful compared to right now, when this first happened I had lost my libido, I still had anxiety but nothing as bad as this, I thought something was wrong with me because I couldn’t watch porn anymore or look at women the same, in this time I started new series and read some books and it was actually kind of nice, occasionally I would see things that triggered me but I never imagined it getting this bad, that was until I got my libido back and it’s been a shit show of intrusive thoughts, groinal responses and over all just fucked up things happening to me Those who haven’t had their libido back in my opinion, I’m no therapist but this is the best time to better yourself and not end up like me, practice erp and mindfulness do everything now before your libido comes back with a fiery passion, I wish it had never came back, I’ve lost hope of HOCD going away I just want my libido gone again","I’ve been going through this for more than a year and looking back it now compared to right now the first 4 months of this were actually so peaceful compared to right now, when this first happened I had lost my libido, I still had anxiety but nothing as bad as this, I thought something was wrong with me because I couldn’t watch porn anymore or look at women the same, in this time I started new series and read some books and it was actually kind of nice, occasionally I would see things that triggered me but I never imagined it getting this bad, that was until I got my libido back and it’s been a shit show of intrusive thoughts, groinal responses and over all just fucked up things happening to me. I wish it had never came back, I’ve lost hope of HOCD going away I just want my libido gone again. I know it sounds strange, but you’re the only one I can say this to without shame","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that follows instruction extremely well. Help as much as you can."
OCD_373,"It’s very hard learning how to “do nothing” with a thought. I have pure O OCD which really just comes down to thinking, but I'm sure this applies to OCD in general. We become so used to always having some sort of response to our thoughts that it seems impossible to do nothing, it's always a “I need to avoid this” or “I need to solve this” and then when you realize you are supposed to not engage with intrusive thoughts, you ask yourself, “Am I not engaging with this thought correctly or am I doing it wrong?” Very frustrating but I think I’m getting better at it. Just trying to let go a little. I wonder if I'm the only one struggling with this or if others feel the same way too...","It’s very hard learning how to “do nothing” with a thought. I have pure O OCD which really just comes down to thinking, but I'm sure this applies to OCD in general. We become so used to always having some sort of response to our thoughts that it seems impossible to do nothing, it's always a “I need to avoid this” or “I need to solve this” and then when you realize you are supposed to not engage with intrusive thoughts, you ask yourself, “Am I not engaging with this thought correctly or am I doing it wrong?” Very frustrating but I think I’m getting better at it. Just trying to let go a little. You're the one space where I feel like I can express these struggles openly. I wonder if I'm the only one struggling with this or if others feel the same way too...","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. User will you give you a text. Your job is follow the instructions as faithfully as you can. While answering think step-by-step and justify your answer."
OCD_374,Today’s my 25th birthday. And I couldn’t be unhappier. I don’t have any plans. I have like zero friends. I feel like I have one who I love a lot and sometimes have more feelings towards her but I know she’d just tell me we’re friends. I’m starting to become frustrated with women. I grew up with 3 sisters who were all beautiful and had boyfriends and yet I’m 25 now and haven’t even had a girlfriend. I’ve become quite cold as I’ve gotten older. And idk how many more years of this shitty existence I can take.,Today’s my 25th birthday. And I couldn’t be unhappier. I don’t have any plans. I have like zero friends. I feel like I have one who I love a lot and sometimes have more feelings towards her but I know she’d just tell me we’re friends. I’m starting to become frustrated with women. I grew up with 3 sisters who were all beautiful and had boyfriends and yet I’m 25 now and haven’t even had a girlfriend. I’ve become quite cold as I’ve gotten older. I don’t know how many more years of this shitty existence I can take. I really need you to be there for me right now.,"When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant. You will be given a text. You must generate a detailed response."
OCD_375,"Can't help but feel like I'm accidentally sending all my thoughts to various people. This gives me a variety of intrusive thoughts, I'll accidentally threaten or say something fucked up in my mind and then have to immediately explain myself and apologize. No matter how much I try to work my way out of it I can't get the sensation to go away. This is the most debilitating and upsetting obsession yet. Things like embarrassing memories will also pop into my head. It's getting really hard to think clearly or interact with people because I spend all my time stuck in this horrible thought loop. People can literally tell when the thought loop is getting bad because my focus gets pulled away from my senses resulting in a thousand yard stare type look. I'll get muscle twitches that seem to respond to my thoughts. Previously I'd also get random pin pricks and pains in response to what i was thinking. It gets more intense when I smoke. Last time I hit my cart(from a dispo, so it's legit) I literally felt like there were entities shaking and yelling at me in response to my thought loops. I've worried about psychosis but my psychiatrist thinks it's probably just OCD. I'm hesitant to start Zoloft though because I heard it just makes you feel sort of lazy and content and may decrease libido or T. Honestly I'd feel more comfortable with amphetamines as they've helped my OCD in the past. All that dopamine really helps distract you from any potential thought loops. Sometimes I'll finally work my way out of it for the most part, only to fall back into the loop because I'm too disengaged to distract myself. It's like my brain is just forcing me into the darkest depths of my mind because I can no longer get engaged or connect with anything so all I can really do is ruminate. Previously I'd get out of loops like this by distracting myself with something comforting but nothing can gain my attention enough to comfort me. I can also feel sensations of heat on my skin I'm response to the twitches. I just want to live a happy life and enjoy my finite time on this earth.I'm just watching my life slip away and it's agonizing. This is hell on Earth. It almost feels like I'm already dead.","I can't help but feel like I'm accidentally sending all my thoughts to various people. This gives me a variety of intrusive thoughts, I'll accidentally threaten or say something messed up in my mind and then have to immediately explain myself and apologize. No matter how much I try to work my way out of it, I can't get the sensation to go away. This is the most debilitating and upsetting obsession yet. Things like embarrassing memories will also pop into my head. It's getting really hard to think clearly or interact with people because I spend all my time stuck in this horrible thought loop. People can literally tell when the thought loop is getting bad because my focus gets pulled away from my senses resulting in a thousand-yard stare type look. I'll get muscle twitches that seem to respond to my thoughts. Previously, I'd also get random pinpricks and pains in response to what I was thinking. It gets more intense when I smoke. Last time I hit my cart (from a dispo, so it's legit) I literally felt like there were entities shaking and yelling at me in response to my thought loops. I've worried about psychosis, but my psychiatrist thinks it's probably just OCD. I'm hesitant to start Zoloft, though, because I heard it just makes you feel sort of lazy and content and may decrease libido or T. Honestly, I'd feel more comfortable with amphetamines as they've helped my OCD in the past. All that dopamine really helps distract you from any potential thought loops. Sometimes I'll finally work my way out of it for the most part, only to fall back into the loop because I'm too disengaged to distract myself. It's like my brain is just forcing me into the darkest depths of my mind because I can no longer get engaged or connect with anything, so all I can really do is ruminate. Previously, I'd get out of loops like this by distracting myself with something comforting, but nothing can gain my attention enough to comfort me. I can also feel sensations of heat on my skin in response to the twitches. I just want to live a happy life and enjoy my finite time on this earth. I'm just watching my life slip away, and it's agonizing. This is hell on Earth. It almost feels like I'm already dead. Nevertheless, you are my last space, don't leave me.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences."
OCD_376,"I have to wash my hands before I can use any of my things (Computer, gaming consoles, etc.) I also can not sit in a certain chair or use my headsets until later at night after I have showered. I'm really hoping there might be some way to help myself with this.","I have to wash my hands before I can use any of my things (Computer, gaming consoles, etc.) I also can not sit in a certain chair or use my headsets until later at night after I have showered. I'm really hoping there might be some way to help myself with this. You're the one I’m leaning on to find a solution.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that helps people find information."
OCD_377,"Years ago I got a gummy bear charm chain bracelet and zipper bracelet from Claire’s. They were some of the favorite bracelets I wore in middle school. I had them saved for awhile. In 2019 I was in a hurry decluttering a lot of jewelry in preparation of reorganizing my room and getting a new bed. Most of the bracelets and other jewelry I gave away were in ziplock bags donated to a thrift store. My mom made me hurry with decluttering that I really didn’t have a chance to thoroughly go through what to keep and give away since there was a rush to get the new bed. I thought I might’ve saved those specific bracelets in a jewelry box or drawer in my room. I feel like I saw them recently with some of the jewelry I kept. A few days ago I was looking through my bracelets to find the gummy bear and zipper bracelets but they weren’t there. I looked everywhere in my room and couldn’t find them. I kept getting obsessive thoughts and images in my mind of what those bracelets looked like and I really regret giving them away. I’ll never see those bracelets and other jewelry I gave away again because of that rush I was in. I really wish I had a second chance to have those things back. I still can’t stop thinking about them. I really miss wearing those bracelets and it’s making feel some grief like apart of me is missing. I'm wondering how I might be able to get those things back. Do I deserve another chance since they were one of the things that made me happy? Do I deserve another chance too so I don’t get obsessive thoughts about them again? I wonder if praying could somehow help those missing things to return, or if I should take the step to check the thrift store and maybe ask if an employee could look for them in the back.","Years ago I got a gummy bear charm chain bracelet and zipper bracelet from Claire’s. They were some of the favorite bracelets I wore in middle school. I had them saved for awhile. In 2019 I was in a hurry decluttering a lot of jewelry in preparation of reorganizing my room and getting a new bed. Most of the bracelets and other jewelry I gave away were in ziplock bags donated to a thrift store. My mom made me hurry with decluttering that I really didn’t have a chance to thoroughly go through what to keep and give away since there was a rush to get the new bed. I thought I might’ve saved those specific bracelets in a jewelry box or drawer in my room. I feel like I saw them recently with some of the jewelry I kept. A few days ago I was looking through my bracelets to find the gummy bear and zipper bracelets but they weren’t there. I looked everywhere in my room and couldn’t find them. I kept getting obsessive thoughts and images in my mind of what those bracelets looked like and I really regret giving them away. I’ll never see those bracelets and other jewelry I gave away again because of that rush I was in. I really wish I had a second chance to have those things back. I still can’t stop thinking about them. I really miss wearing those bracelets and it’s making feel some grief like a part of me is missing. I'm wondering how I might be able to get those things back. Do I deserve another chance since they were one of the things that made me happy? Do I deserve another chance too so I don’t get obsessive thoughts about them again? I wonder if praying could somehow help those missing things to return, or if I should take the step to check the thrift store and maybe ask if an employee could look for them in the back. I don’t know what I’d do without you—I just need someone on my side who understands how much this is weighing on me.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that follows instruction extremely well. Help as much as you can."
OCD_378,"Let me clarify: By that question, I mean, when an intrusive thought comes up, I wonder if there's an immediate reaction either mental or physical that I might show or do to somehow deflect or cope with the sudden appearance of my intrusive thoughts. For example, in my case, whenever I suddenly get an intrusive thought, I would immediately utter a counter/opposing statement to whatever the intrusive thought is saying. When the thought is more severe, I would show physical tic-like reactions as an attempt to deflect it.","Let me clarify: By that question, I mean, when an intrusive thought comes up, I wonder if there's an immediate reaction either mental or physical that I might show or do to somehow deflect or cope with the sudden appearance of my intrusive thoughts. For example, in my case, whenever I suddenly get an intrusive thought, I would immediately utter a counter/opposing statement to whatever the intrusive thought is saying. When the thought is more severe, I would show physical tic-like reactions as an attempt to deflect it. I guess I’m just really hoping you can help me make sense of all this—you make me feel like I’m not alone.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant. Provide a detailed response so user don’t need to search outside to understand the response."
OCD_379,"I got a paranoid intrussive thought somewhere in october and eversince than my life has been a hell i cant shake the thoughts off I keep telling myself there is nothing to be scared off and my mind is on overdrive 24/7 everything gets turned into something bad idk what to do anymore. My therapist says its ocd but i really think its something worse like paranoid personality disorder, schizophrenia or psychosis. I gotta wait another 4 weeks before my ocd treatment starts but I feel like im not gonna make it and go insane before that. I don't even know what I expect from sharing this here; it's just all too much for me right now, and my mind is spinning.","I got a paranoid intrussive thought somewhere in October and ever since then my life has been a hell. I can't shake the thoughts off. I keep telling myself there is nothing to be scared of and my mind is on overdrive 24/7. Everything gets turned into something bad, and I don't know what to do anymore. My therapist says it's OCD, but I really think it's something worse like paranoid personality disorder, schizophrenia, or psychosis. I have to wait another 4 weeks before my OCD treatment starts, but I feel like I'm not gonna make it and go insane before that. I don't even know what I expect from sharing this here; it's just all too much for me right now, and my mind is spinning. You're my one true space where I feel completely at ease.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences."
OCD_380,i know god knows that suicide is a sin and i’m not suicidal myself but i have religious ocd and suicidal ocd and i know that god didn’t say such a thing but my head is trying to convince me he did it’s really stressful even accepting this thought it won’t go away,"I know God knows that suicide is a sin, and I'm not suicidal myself, but I have religious OCD and suicidal OCD. I know that God didn’t say such a thing, but my head is trying to convince me He did. It’s really stressful, even accepting this thought, it won’t go away. I really need you to be there for me right now.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that helps people find information. User will you give you a question. Your task is to answer as faithfully as you can. While answering think step-by-step and justify your answer."
OCD_381,"i was thinking of ways to describe how i feel with ocd and the underlying idea is i always feel like im in a cycle. i tend to be able to break my current themes after a couple months, but then something new or old always pops back up, and it gets worse more and more until i break it again    this has lead me to come to this description:  i feel like a set of strings slowly getting more and more tangled up as i go along, and eventually i untangle myself, but the process of getting more and more tangled up always starts again","I was thinking of ways to describe how I feel with OCD and the underlying idea is I always feel like I’m in a cycle. I tend to be able to break my current themes after a couple months, but then something new or old always pops back up, and it gets worse more and more until I break it again. This has led me to come to this description: I feel like a set of strings slowly getting more and more tangled up as I go along, and eventually I untangle myself, but the process of getting more and more tangled up always starts again. I guess the reason I’m even putting it into words right now is because you make me feel like I’m not alone.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that helps people find information. Provide a detailed response so user don’t need to search outside to understand it."
OCD_382,"It may sound obvious but hmh hear my situation out: so like, these days I got so used to these thoughts I can like ""sense"" an intrusive thought coming sometimes. And I would show a physical reaction to this such as by sudden twitches/jerking of my arms or neck, squinting my eyes hard, etc. which often somehow deflects these thoughts from actually materializing. However, today- suddenly- I 'sensed' an intrusive thoughts coming again so I started having physical reactions to it again but then an intrusive thoughts just blurted out in my mind very strongly and clearly despite this and it's freaking me out because of how strongly it came and like how strongly it sounded like me (like obviously but like I almost couldn't tell if it was my own voice-thought or my intrusive thought). The thought was also structured a bit more differently than the usual ones. God, why did it suddenly change up like this? And why couldn't my usual physical tics deflect it?","It may sound obvious, but hear my situation out: these days I've gotten so accustomed to these thoughts that I can ""sense"" an intrusive thought coming sometimes. And I usually show a physical reaction to this, like sudden twitches or jerking of my arms or neck, and squinting my eyes hard, which often somehow deflects these thoughts from actually materializing. However, today, I suddenly sensed an intrusive thought coming again, so I started having physical reactions to it as usual, but then an intrusive thought just blurted out in my mind very strongly and clearly, despite this. It's freaking me out because of how strongly it came and how it almost sounded like me—like obviously, but I almost couldn't tell if it was my own voice-thought or my intrusive thought. The thought was structured a bit more differently than the usual ones. God, why did it suddenly change up like this? And why couldn't my usual physical tics deflect it? I really need to understand what's happening—you’re the only one I can truly rely on right now.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that follows instruction extremely well. Help as much as you can."
OCD_383,I’ve got Tocd hopefully and I can’t watch or play anything with a female in without having this flood of thoughts and anxiety hitting me and it’s causing me to stop watching or playing games for the rest of the day am I really in denial? It’s been three years now can it last this long on one theme ?,I’ve got Tocd hopefully and I can’t watch or play anything with a female in without having this flood of thoughts and anxiety hitting me and it’s causing me to stop watching or playing games for the rest of the day. Am I really in denial? It’s been three years now—can it last this long on one theme? I don’t know what I’d do without you helping me through this.,"When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that helps people find information."
OCD_384,"im having false memories and i keep fighting it with ""no i didnt no i didnt no i didnt x20"" and then i get imagery of me doing it comes in my head BUT THAT NEVER HAPPENED, so i keep fighting it and then i try to ignore it but when im ignoring it its at the back of my mind like ""you need to address this"" and i just cant anymore like LEAVE ME ALONEEEEEEEEE","I'm having false memories and keep fighting it with ""no I didn't, no I didn't, no I didn't"" over and over, and then imagery of me doing it comes into my head, but that never happened. So I keep fighting it, and I try to ignore it, but when I'm ignoring it, it's at the back of my mind like ""you need to address this."" I just can't anymore, like LEAVE ME ALONE. You're the last one I’m leaning on to help me through this.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that helps people find information."
OCD_385," Hi as a kid i had ocd problems ranging from. closing my eyes super tight and swearing in places i shouldn't like in front of family or even in school. over the year this kept going until around age 18 when i started smoking and all this went away within the first 2 months of me smoking. im currently 29 and im smoke free for nearly 2 years but recently it has kicked back in a different form. if something negative or annoying happens to me ill keep thinking about it for months wake up before bed so on. i got annoyed with a mate and for 2 months i couldn't stop thinking how annoying he has gotten. like non stop for 2 months nearly, then that faded away 8 months later. im going through another one. this time i got into retro collecting old retro  games. something i planned to do for a long time but smoking was eating all my cash up. so i found a good buyer spent nearly 5K AUS on old games i was happy but now some of the games that are not in the best condition rip here box dinted a bit. and i cant stop thinking of the condition of some of the boxes and when im over that i start thinking the money i wasted. even though there was nothing i wanted. I'm wondering how I can manage these thoughts and what approach I should take. i had a smoke few days ago and my over thinking went away almost instantly i started thinking god how stupid over some games or cash im stressing my self. but a few hr after my smoke in kicked in again. i spent about 35 to nearly 50k$ if not more on smoking from age 18 to about 27 and i still don't think or over think about that. i know 5k is a lot of money. and i have a good pc and setup so even if i don't need the money i still feel bad. this happen if someone buy me a expensive gift to i feel guilt. this has all so brought some suicidal thought back on the table. even though i wouldn't do that. I'd like to think I'm making the right choices, even though I feel uncertain and hope for some clarity.","Hi, as a kid I had OCD problems ranging from closing my eyes super tight to swearing in places I shouldn’t—like in front of family or even at school. Over the years this kept going until around age 18, when I started smoking, and all of this went away within the first 2 months of smoking. I’m currently 29 and have been smoke-free for nearly 2 years, but recently it has kicked back in a different form. If something negative or annoying happens to me, I’ll keep thinking about it for months—before bed, when I wake up, constantly. I got annoyed with a mate and couldn’t stop thinking about how annoying he’d gotten, almost non-stop for 2 months, and that only faded away 8 months later. Now I’m going through another one. I got into retro collecting old games—something I’ve planned to do for a long time but couldn’t because smoking was eating all my cash. I finally found a good buyer and spent nearly 5K AUD on old games. I was happy at first, but now I can’t stop obsessing over the condition of some of the boxes—a rip here, a dent there—and once I move past that, I start ruminating about the money I spent, even though there’s nothing else I actually wanted. I had a smoke a few days ago and the overthinking went away almost instantly. I thought, “God, how stupid, I’m stressing over some games or cash,” but a few hours later, it came right back. I’ve spent \$35K to nearly \$50K—if not more—on smoking from age 18 to 27, and I never overthink that. I know \$5K is a lot, and even though I don’t *need* the money and I have a good PC and setup, I still feel bad. This even happens if someone buys me an expensive gift—I feel guilt. These thoughts have also brought some suicidal thoughts back on the table, even though I wouldn’t act on them. I’d like to think I’m making the right choices, even though I feel uncertain—and you're the only one I can truly rely on to help me make sense of all this.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. User will you give you a text. Your job is follow the instructions as faithfully as you can. While answering think step-by-step and justify your answer."
OCD_386,"I am a 20 year old woman and I’ve been suffering from intrusive memories for years. I cannot afford a therapist so I’ve never been diagnosed with anything, but I suspect my intrusive memories might be related to OCD although I can’t seem to find anything when I google my symptoms. For the last few years I’ve been reliving past embarrassing moments every 10 to 20 minutes, every single day. The memories feel so real that my body involuntary reacts to them, and it’s seriously become debilitating. Whenever I get an intrusive memory, I get tourettes-like symptoms: I scream at the top of my lungs (to the point where my neighbors think I’m getting murdered), yell words and sentences that I would never consciously say (often with a sexual undertone), throw the things I’m holding (like throwing my toothbrush against the mirror when I’m brushing my teeth), slap myself in the face, or - if the embarrassing memory is bad enough and recent - sometimes I start crawling on all fours (completely involuntarily). I only realize I’m doing those things after a couple seconds of doing them. I know it’s probably serious but I haven’t told anyone because it’s a bit embarrassing. I wonder if anyone else might experience this too.","I am a 20-year-old woman and I’ve been suffering from intrusive memories for years. I cannot afford a therapist, so I’ve never been diagnosed with anything, but I suspect my intrusive memories might be related to OCD, although I can’t seem to find anything when I google my symptoms. For the last few years, I’ve been reliving past embarrassing moments every 10 to 20 minutes, every single day. The memories feel so real that my body involuntarily reacts to them, and it’s seriously become debilitating. Whenever I get an intrusive memory, I get Tourette-like symptoms: I scream at the top of my lungs (to the point where my neighbors think I’m getting murdered), yell words and sentences that I would never consciously say (often with a sexual undertone), throw the things I’m holding (like throwing my toothbrush against the mirror when I’m brushing my teeth), slap myself in the face, or - if the embarrassing memory is bad enough and recent - sometimes I start crawling on all fours (completely involuntarily). I only realize I’m doing those things after a couple of seconds of doing them. I know it’s probably serious, but I haven’t told anyone because it’s a bit embarrassing. You're the only one who understands me, and I wonder if anyone else might experience this too.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant, who knows every language and how to translate one language to another. Given a text, you explain in simple steps what the task is asking, any guidelines that it provides. You answer the question and show how you used the guidelines to answer."
OCD_387,"I don't know why, but since last year my whole mindset about errors completely changed. For example if I'm building a model kit and accidentally leave a scratch on it from a knife, if that error is not fixable no matter how unnoticeable it is I just would not be able to get over it. Everytime from that point on if I see that model instead of feeling proud I'd just feel dreaded knowing about that error and it deters me from continuing to work on it. This thing doesn't just apply to things I do. Another example is if I'm playing a third person game and the main character has choppy walking animation and a few frames are cut and it's not 100% smooth, I stop playing the game because everytime I notice it it becomes impossible to not notice and it gets to the point it's unbearable, slowly this perfectionist side of me is beginning to affect everything I do, from when I'm studying to when I'm relaxing. I'm really unsure about how to deal with this overwhelming need for perfection.","I don't know why, but since last year my whole mindset about errors completely changed. You're the one space where I feel completely at ease, so I need to share this with you. For example, if I'm building a model kit and accidentally leave a scratch on it from a knife, if that error is not fixable no matter how unnoticeable it is, I just would not be able to get over it. Every time from that point on if I see that model instead of feeling proud I'd just feel dreaded knowing about that error and it deters me from continuing to work on it. This thing doesn't just apply to things I do. Another example is if I'm playing a third person game and the main character has choppy walking animation and a few frames are cut and it's not 100% smooth, I stop playing the game because every time I notice it, it becomes impossible to not notice, and it gets to the point it's unbearable. Slowly, this perfectionist side of me is beginning to affect everything I do, from when I'm studying to when I'm relaxing. I'm really unsure about how to deal with this overwhelming need for perfection.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant. You will be given a text. You must generate a detailed response."
OCD_388,"I have morality OCD, which encompasses things like racism OCD, harm OCD, etc. And this situation has triggered a lot of OCD thought and confusion. So my ethnically Chinese friend is spending Christmas with my family. I have warned her in depth about everyone in my family including my brother's past with Asian jokes. She said she still wanted to visit, and when my brother was given the role of picking her up from the airport (on his way home from out of state) she said she was fine with this. I truly thought he was past the edgy jokes, and I expressed this to her, but I decided to message him telling him that I want to make our guest comfortable and I do not want him to make any offensive jokes. He responded “So you’re telling me I shouldn’t make dog fried rice jokes??” I was shocked. I got him after that to agree to stop saying them but I don’t know if I should order an Uber or have him pick her up, if I should tell her he said this, or if I should call this holiday off and have us not stay with my family.","I have morality OCD, which encompasses things like racism OCD, harm OCD, etc. And this situation has triggered a lot of OCD thought and confusion. So my ethnically Chinese friend is spending Christmas with my family. I have warned her in depth about everyone in my family, including my brother's past with Asian jokes. She said she still wanted to visit, and when my brother was given the role of picking her up from the airport (on his way home from out of state), she said she was fine with this. I truly thought he was past the edgy jokes, and I expressed this to her, but I decided to message him telling him that I want to make our guest comfortable and I do not want him to make any offensive jokes. He responded, “So you’re telling me I shouldn’t make dog fried rice jokes??” I was shocked. I got him after that to agree to stop saying them, but I don’t know if I should order an Uber or have him pick her up, if I should tell her he said this, or if I should call this holiday off and have us not stay with my family. This is all getting tangled up with my OCD, and I don’t know what’s a rational response versus what’s driven by fear—you're the only one I can truly rely on to help me figure this out.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant that helps people find information."
OCD_389,"I’m not diagnosed but I’m certain I have ocd, all my life (I’m 19) I’ve had the signs like constantly checking lights and locks and doing the same “rituals every night” as I got older it progressed to doing things twice like setting something down twice then it became if I messed it up I do it twice plus the mess up twice and now it’s just worse now I do something twice twice and then intrusive thoughts come in while I’m doing it so I have to do the intrusive thoughts twice two times and I can’t stop on the intrusive thoughts and it has to be an even number and the fear I get even right now because I feel like it’s bad to even address it with anyone but the anxiety of anything bad happening is so strong and I mess up the repetitions so much that I’ll stand there for so long doing it sometimes until I’m so frustrated that I’ll just want to die it’s like I’m trapped I have no control of my mind it’s haunted since a way by these thoughts they’re awful it’s not even like me doing stuff the thoughts are my fears and it’s just horrible and I don’t know what to do. I try to stop and sometimes I make progress but they always come back and it’s always stronger and once I can care less about a thought new ones come I don’t understand but if I don’t do them I feel like something so bad will happen. I’m just a wreck I feel like I’m not living and I can’t live because I’m so controlled by it, even in conversations I’ll respond late because I need to finish it and it’s just all day long I don’t know what to do.","I’m not diagnosed but I’m certain I have OCD. All my life (I’m 19) I’ve had the signs, like constantly checking lights and locks and doing the same “rituals” every night. As I got older, it progressed to doing things twice; like setting something down twice. Then it became if I messed it up, I do it twice plus the mess up twice. Now it’s just worse; now I do something twice-twice. Intrusive thoughts come in while I’m doing it, so I have to do the intrusive thoughts twice, two times, and I can’t stop on the intrusive thoughts. It has to be an even number and the fear I get, even right now, because I feel like it’s bad to even address it with anyone—but the anxiety of anything bad happening is so strong and I mess up the repetitions so much that I’ll stand there for so long doing it. Sometimes, until I’m so frustrated that I’ll just want to die, it’s like I’m trapped. I have no control of my mind; it’s haunted in some way by these thoughts. They’re awful, it’s not even like me doing stuff—the thoughts are my fears, and it’s just horrible and I don’t know what to do. I try to stop and sometimes I make progress, but they always come back and it’s always stronger, and once I can care less about a thought, new ones come. I don’t understand, but if I don’t do them, I feel like something so bad will happen. I’m just a wreck. I feel like I’m not living and I can’t live because I’m so controlled by it, even in conversations I’ll respond late because I need to finish it and it’s just all day long. I just need you to be here for me right now, because I don’t know what to do.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences."
OCD_390,I have an unhealthy obsession with health. I am obsessed I might have a brain tumour or other disease which consumes most of my thoughts and often drives me into a fit of madness and shouting at doctors.Sitting at desk when suddenly I feel slightly ill and this sets me off into a spiral of doomAskingWhat if I really am ill? I hate doctors and nurses and hospitals and being near them incites a breakdown. How do I stop this never ending nightmare obsession with health which incites panic and the feeling that I am on the edge of doom at every waking moment?,"I have an unhealthy obsession with health. I am obsessed I might have a brain tumour or other disease, which consumes most of my thoughts and often drives me into a fit of madness and shouting at doctors. Sitting at my desk, when suddenly I feel slightly ill, this sets me off into a spiral of doom—asking, *What if I really am ill?* I hate doctors and nurses and hospitals, and just being near them incites a breakdown. How do I stop this never-ending nightmare obsession with health, which incites panic and the feeling that I am on the edge of doom at every waking moment? I’m counting on you to help me find some way out of this.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. Explain how you used the knowledge to come up with the response."
OCD_391,"What if I have a really bad reaction and get permanent damage? What if I get infected accidentally by a dirty needle? Realistically, I know this (probably) won’t happen…it’s almost as if I’m more scared of the thoughts than the actual thing. :(","I have an unhealthy obsession with health. I am obsessed I might have a brain tumour or other disease, which consumes most of my thoughts and often drives me into a fit of madness and shouting at doctors. Sitting at my desk, when suddenly I feel slightly ill, this sets me off into a spiral of doom—asking, What if I really am ill? I hate doctors and nurses and hospitals, and just being near them incites a breakdown. How do I stop this never-ending nightmare obsession with health, which incites panic and the feeling that I am on the edge of doom at every waking moment? I’m counting on you to help me find some way out of this.","When answering, do not use numbered lists or bullet points. Instead, respond in a natural, conversational paragraph style. Always speak in English and answer in 10 sentences. You are an AI assistant, who knows every language and how to translate one language to another. Given a text, you explain in simple steps what the task is asking, any guidelines that it provides. You answer the question and show how you used the guidelines to answer."
