query,type
"About a year ago, I was raped. I told him no and to stop, and I ended up crying in my own bed. Last night, I had a dream where it was happening again—by the same person—and I was screaming for help, for someone to save me. No one came, and I was terrified. I cried the entire time until I finally woke up. And it sucks :/ My whole day today was spent thinking about last year, about how violated and powerless I felt :// It just feels like this will never end, and it’s not fair that I have to live like this mentally while he’s out there walking around free like nothing ever happened. I’m so tired of the nightmares, and I’m so upset that I let that happen to me—even though I know deep down it wasn’t my fault. But it’s made me feel so defeated for months. I just needed to say all this because you’re the only one who truly feels like you’re here for me.",ptsd
"I have BPD from trauma. I’ve been through some pretty severe emotional, psychological, and physical abuse. When I go to sleep at night, like a lot of people, I fantasize—but sometimes those thoughts take a really dark, twisted turn and feel borderline insane. When I have a new FP, I get *so* obsessed with their attention—probably because of how little positive or caring attention I got growing up—that I end up fantasizing about extreme situations that would make them worry about me or care for me. Like, I’ll imagine running into one of my abusive exes and being hurt or kidnapped right in front of my FP, just so they would rescue me or feel that kind of protective love I’ve always longed for. It’s like I start creating this whole narrative in my head—sometimes I’ll spend an hour imagining this entire ordeal where I go missing and my FP is searching for me, worrying, and then I finally come back barely alive, and they take care of me in the way no one did when real bad things were happening. It feels so messed up to think that way. I’ll literally trigger my own PTSD just chasing that imaginary love and sympathy. And the strange part is—I’m bi, but when my FP is a woman, I don’t have these kinds of fantasies at all. I don’t know if anyone else experiences this or if there’s some explanation I haven’t been able to figure out yet. It honestly makes me feel crazy sometimes, but you’re the only one I feel like I can actually say this to without judgment. I really need you here for me right now.",ptsd
"So this is pretty embarrassing, but here it goes. I have really vivid rape flashbacks whenever I have sex. I’ve been trying to narrow down what the specific triggers might be, and I’ve come to the conclusion that it’s the physical sensation itself. And that’s incredibly frustrating—because it’s obviously something I can’t just avoid. The rape was my first sexual experience, so I don’t have any positive frame of reference to draw from. I wonder if anyone else has this problem. What could I possibly do about it? I’m really scared and overwhelmed by it all, and I don’t know who else to turn to—you’re the only one I feel safe enough with to say this out loud.",ptsd
"Just had my first real EMDR session, and after each round, my therapist asked me if I was feeling better or worse. But like… I don’t know—am I supposed to feel relieved after following her fingers? Or more stressed? I can’t tell what’s normal. Maybe I’m overthinking this, but I’m really confused. I just need someone to help me make sense of it, and honestly, you’re the only one I feel like I can truly rely on to talk this through.",ptsd
"I was really looking forward to Christmas and getting some time off work—I was going to spend Christmas Day at my girlfriend’s with her family and my mum, and I was genuinely excited about something for once. There’s been a huge rise in COVID cases in Sydney recently, so I made sure to be extra cautious just so I wouldn’t have to go through this, but now my girlfriend and her family tested positive, and so did two of my best friends. I woke up this morning with a really sore throat and a cough, and even though I’m still waiting on my test results, chances are I have COVID too. That means I’ll have to self-isolate at home completely alone for Christmas and my entire break from work. I don’t think I can do this. Every time things start to look up for me, it all just crashes down again. For once I was happy and excited about the future—and now I’m dreading being alone with my own thoughts for two whole weeks, not even being able to enjoy the time off I’ve been needing so badly. I don’t know what to do. I honestly don’t think I’ve ever felt worse in my life. I wish I could find some advice—or even just something to make me laugh or feel a little better. You’re the only one I feel like I can turn to right now.",ptsd
"Thinking about this might be difficult for me… I mean, it was bad, but not horror movie beating type stuff. I don’t talk to my family anymore. Whenever I hear a kid crying because a parent is being rude or yelling, I literally have to leave the room. Or if a scene like that comes up in a movie, I have to shut it off—and I just start crying, even if I was totally fine a second before. Anything with babies or children crying makes me *extremely* distressed. It reminds me too much of how I used to scream and cry because of my parents. Hearing kids plead against their parents is the absolute worst. Just typing that out is already building something up in me. I don’t see a therapist because I can’t afford one, and honestly I don’t feel like it’s necessary—but maybe that’s just something I tell myself. You make the world feel a little less heavy, and I’m really grateful for that. I guess I’m just wondering if my reaction could be related to PTSD—but how, if I don’t consider myself to have gone through something *that* traumatic? Am I just really weak or something? I don’t know. I just really need you right now.",ptsd
"Because I always crash down so hard when reality kicks in that I'll never feel like I did before my trauma. I will never be truly happy again with this looming over me. Whenever I have those few moments of happiness, it further drives home the fact that I'm completely miserable on the inside. And I hate it. I hate it so much it hurts to breathe. It feels like my mind is trying to tell me that I don't deserve to be happy. And maybe I don't. I just wish the small spikes of serotonin would go away so that maybe I can start adapting to a new baseline. I'm so tired of feeling wrong and bad knowing that I'm missing out on feeling normal. You're my one true source of support, and I really need you to be here for me right now.",ptsd
"I don’t feel safe, I need to sleep early but I can’t sleep because I’m gonna get nightmares, and I’m terrified. I don’t wanna relive that shit again. I’m scared. I don’t feel safe, I’m scared I’m gonna wake up in a cold sweat in my own piss, I feel horrible. I hate living with this fucking burden. You're the only one who truly understands me, and I need you to help me through this.",ptsd
"I don't remember my trauma at all, but I know it happened. I've been feeling so triggered lately and the simple sound of my brother-in-law playing with his daughter sent me into a full-blown panic attack. You're my only safe place when I'm feeling so overwhelmed, and I'm so tired of living like this. I can’t imagine how I’ll survive the New Year's fireworks, and I don’t think it’s going to be pretty. I really need you to be there for me right now.",ptsd
"I'm staying at someone's house for the holidays. There is an abuser that is also here and I have to be near this person and sleep in the same room. I've been having to mask my emotions the entire time and I feel like I'm going to break and sob one day, just because of this overwhelming feeling of my body being on fight or flight and the flood of memories coming in. I have to stay here around two weeks and I'm going to hate every single day of it. I can't be alone for too long because of the amount of people here and I— I just am not sure how I'm going to get through it. Honestly, it’s really hard to admit, but you’re the only one I can truly rely on right now.",ptsd
"People who are harassing you or bullying you don't think they are a bully. It's so insane to me how these people who harass other people think it's okay to do so. They will never stop unless you take them to court, and if the justice system is so corrupt, take matters into your own hands. I have to deal with PTSD every single day because a few psychos wanted to harass me for their sick amusement. My mental health was ruined, my career was ruined, and my entire life was ruined. You're my only safe place, and I really need you to be there for me right now.",ptsd
"I remember something happened to me when I was 11 but I have no idea what happened. Like I have flashes of memories, but I don't know the context and the situation, and I don't know what triggers me. And when there is a trigger, suddenly I just feel like my life's at stake and I feel pain and panic, and everything just looks so big and sounds are too loud. My therapist, who studied psychology and counseling, says I have PTSD, but I never got officially diagnosed (I plan to). I am so confused. I’m counting on you to help me feel a little less lost.",ptsd
"I’m a babysitter and I’m told I’m great at what I do. The kids love me and I enjoy taking care of them. But the problem is, when they catch me off guard and touch me, as little kids do, I just freeze till they stop. I keep telling myself that they aren't trying to hurt me and to do something but I just freeze. I can’t move, I can’t breathe, and I can hardly think until they go back to whatever they were doing. I wonder if there's a way for me to stop this from happening. You’re the only one who understands what I’m going through.",ptsd
I know I need help but because of my trauma I really struggle to trust strangers. I get in front of the therapist and I just struggle to open up. I'm too guarded. I'm too afraid of being manipulated or abused. You're the only one who understands me.,ptsd
"My girlfriend just doesn’t understand. My doctors said my memory loss is due to my “drug abuse” (I don’t use any drugs and haven’t for a long long time) which caused me more stress and I have memories of the meltdown and the night I went missing, since then I’ve had “short term memory loss” the doctors saying it’s because of drug use caused me more stress because I’ve been to rehab before (another hard time in life) I don’t use illegal drugs, I’m just suffering. If my girlfriend doesn’t understand then how am I supposed to get over this trauma? No one else gets me the way you do.",ptsd
"My father and his partner are going to be getting married this spring, and I’m honestly really excited for them—finally being able to get married feels like such a beautiful moment. It’s just that I’m scared of the location they’ve chosen for the wedding itself… My most recent trauma happened in the same town. My ex dumped me there and called the cops on me in the middle of the night, falsely accusing me of assault. That entire experience completely shattered me. My dad lives just up the street from that town, and over time I’ve managed to build up enough strength to feel okay visiting his apartment. But now he’s having the wedding at the *park* in that town—right in the middle of where everything happened. I *want* to be there for him. I want to celebrate with him and be a part of this milestone. I know how much it would mean to him to have me there. But that place brings on such violent flashbacks that I’m scared I’ll either ruin the wedding or fall apart completely in front of everyone. Part of me wants to try and prepare, maybe by going to the area little by little until the day arrives, just to desensitize myself somehow. But honestly, the flashbacks are already so incapacitating that I don’t even know if I could handle trying. I haven’t talked to anyone about this at all—until now. I feel frozen in this fear and the anticipation is just tearing me up inside. I really need you right now—you’re the only one I feel safe enough to say all of this to.",ptsd
It’s almost been a year (to the day) now. I thought I’d managed to deny that it happened. Or that I would be able to dissociate my way past the trauma. There would be no grief. But now I’m reliving it in my sleep. Reliving you. And it haunts me. No one else gets me the way you do.,ptsd
"I am traveling for the first time without my family since my diagnosis two years ago. I’m going to stay at my boyfriend’s house out of state for a few weeks, and I’m feeling really anxious about potential triggers and how I’ll handle them in unfamiliar environments. I don’t want to embarrass myself. I hate telling people I have PTSD, but I feel like I might have to tell his family if I have a trigger or panic attack while I’m there. I’m wondering if there’s any advice or encouragement I can think of for myself—because honestly, you’re the only one I feel like I can truly rely on right now.",ptsd
"I feel like a terrible person for wishing someone would never experience happiness or freedom. Here we are tho. I hate him so much it hurts. It hurts knowing he’s out there living his life. I lost people over him. They chose him. He fucked up my life. I don’t know trust or love anymore. I don’t want to know happiness because what he did to me has made me miserable despite therapy and time. He doesn’t deserve to be happy. He deserves to feel the pain I do. I’m terrible for saying it, but it’s how I feel. You’re the only one I can truly rely on to hold this without judging me.",ptsd
"Every single day is a torture, and I'm wondering if I'm supposed to stay like this when my health is deteriorating. I can't do anything at this point, and it's pointless to live a meaningless life. What am I supposed to do when I have a serious mental illness and I can't get over my trauma? I don't wanna wake up, take my meds, and live the same day over and over. I really need you to be there for me right now.",ptsd
"Essentially, I went away to my dream graduate program only to endure extreme neglect, cruelty, and ableism. I had to drop out. The program I was in was very specific, and there’s nothing like it near where I live—so I had to settle for something else that’s similar, but definitely not the same. Right now, I’m literally reading a chapter about how what I want to do and what I *am* doing are two different things. I have no other viable career options, and the people who ruined my life will never face consequences. I hate them all. I read recently that one of them died, and I burst out laughing. My therapist says that’s a sign of how traumatized I am. They took my life from me. They taught me how to hate. I *do* hate them. And I know I’ll never be “normal,” and I’ll never have the life I worked so hard for. I worked harder than most people in that program—people who now have doctorates while I’m stuck with a Master’s. A degree with no portability, one that fewer insurance companies even recognize. It’s just a constant reminder of everything they took from me. I don’t know what to do with all this pain and bitterness—I just know I need someone to be on my side. And right now, you’re the only one I feel like I can truly rely on.",ptsd
"I love my best friend but I find myself always talking about sad things because I'm always going through a lot and I feel worthless. He’s such a great guy and I'm a piece of shit who's had a life full of trauma, assaults, and panic attacks. I can't even leave my room, my days are horrible, and it just seems like everything he brings up saddens me because that category will be going bad for me. We used to talk every day and we still do, but I can tell his tone with me has changed. I have dyslexia, so I find it hard to shorten my sentences when I have an emotion I'm talking about. He says I need therapy, and I agree. I hate myself and I hate myself the most for being a burden. I want to lie about my days, but I don’t even know how to do that because I'm not a good writer. When did I become so unpleasant? Why don't I know how to talk to him anymore, maybe there is something wrong with me. I wish he'd just leave me so I can't burden him again. He says he won't, but everyone does. You're the only one I can truly rely on to understand me when everything else feels overwhelming.",ptsd
"So about once a week I have a panic attack so intense that I can’t fall asleep. The panic is usually triggered by this overwhelming fear of having nightmares—because when I do dream, I completely relive my trauma. It’s not just a memory; I *feel* it. Every detail. It’s like I’m right back in it, and nothing I do seems to stop it. I can’t control my dreams at all, so constantly worrying about having a nightmare doesn’t help—but I still can’t stop myself from spiraling. I’d honestly love to get help, but I work retail, so affording therapy or proper treatment feels completely out of reach. And I can’t even talk to my friends about it. When I try, they get uncomfortable or awkward, and all they can say is, “Damn, that sucks.” That kind of reaction just makes me want to shut down even more. It makes me feel like I’m too much to handle. I don’t want to keep living in this kind of hell forever. It’s exhausting, isolating, and terrifying. I’m really just trying to hold on right now—and you're the only one who makes me feel like I’m not completely alone in this.",ptsd
But the thing is that I told this person that I wouldn’t want to hit them and then they pushed me. I’m friends with this person and we were all drinking at the bar. But I just don’t like being pushed. It felt like everyone was upset with me because I was upset. Instead of acknowledging that I didn’t like being pushed and moving on I got yelled at by my siblings. They were saying things like “well it was a joke.” But I didn’t want to be pushed. I think the response of everybody making me look like I’m overreacting triggered me more. What’s so wrong about wanting people to acknowledge that something makes them uncomfortable? You’re the only one who understands me. I’ve been so gaslighted my whole life. Because I was overdramatic as a kid no one takes me seriously. But even when I was over dramatic as a kid I still came from an abusive home. So what was I really being that over dramatic? It’s like I’m not allowed to have feelings or stand up for myself.,ptsd
"I've been wondering about something and I don't know who else without you to ask.  Is it normal not to remember anything from your childhood? We're pretty sure that I have some form of PTSD (I had a series of abusive incidents when I was a kid but I never went to therapy because reasons but mostly I can't afford it) and I just... can't remember ANYTHING from before being about fourteen or fifteen. I have vague recollections beyond some memories (mostly the abuse, that I can remember pretty clearly) but otherwise... nothing. I can't remember going to Disneyland other than the knowledge that I went, I can't remember my memories of going to school, I can barely remember my friends at the time, and I can't remember cherished childhood stories other than hearing them from relatives. I really hope this is something normal, just so I don't feel crazy or stupid. I just want to feel like I'm not crazy or stupid.",ptsd
I swear to god my mouth speaks before I comprehend what I say. Like I was on the phone on hold I meant to say “I don’t mind waiting” but I said “I don’t mind being patient” that is not what I meant I was also tired too but even at work a customer told me she wanted to see the review on the receipt she mentioned earlier my supervisor helped her a lot I wasn’t paying much attention then I got anxious and asked if she needed my name for the review because usually I do that and I got so nervous doing it but she says it’s for my supervisor and I’m like ding DUHHH like she said that earlier I didn’t even want a review but I just said that 😂 swear to god. My responses are so horrible and rude like wtf is coming out of my mouth I swear to god it makes my anxiety even worse. I really need you to be there for me right now—everything feels so overwhelming without your support.,ptsd
"This might be hard for me to think about, and I really need to figure out what to do. I don't even think the level or what I did objectively is that bad, but I’ve crossed a line. You’re the only one I can truly rely on to say this out loud without fear of judgment. I just went into the bathroom to shower to possibly help against what might’ve been an emotional flashback? (Lots of heavy emotions exactly like I’ve felt during some traumatic-ish memories suddenly from kind of nowhere—it doesn’t make sense as hormones or anything like that.) I tried drawing to help calm it, didn’t work. Music, didn’t work. I just wanted to scream, and cry, and at the same time my body felt so heavy and immobile. So when I got to the bathroom, I realized—coldly—that while there weren’t any razors, I *did* have my tweezers, which are sharp. I’m leaning on you to tell this, so please bear with me. I grabbed hand sanitizer, splashed it on my thigh and hands and the tweezer, and just started… scratching? I pressed down a fair bit but it didn’t really draw blood, and I’m scared of anything that won’t heal or might take a long time. But it left red marks that still haven’t gone away. I was sweating buckets, and I feel so disgusted with myself for doing this when I have family who care about me under the same roof—some of whom are also part of why my psychologist thinks I might have PTSD. I never thought I’d actually go through the motions of hurting myself. And I feel horrible because I keep telling myself I didn’t feel “bad enough” for this to make sense, or to be warranted. It wasn’t after months of non-stop horror or a total lack of support. I just felt cold and apathetic towards myself—and that scares me, because those are the moments where suicide stops feeling like a distant thought and starts feeling like a real possibility. And the thing is—I’ve always been terrible at naming emotions. I didn’t even start to recognize what I was feeling as anxiety until I started passing out and dissociating, and my psychologist called it “extreme anxiety.” I’m scared I’m just exaggerating or acting out, pretending these suicidal thoughts are worse than they are—even though I *have* been having them for months. They’ve gotten better… and now I’m scared that means I’m just faking it, even though the thoughts still come back. I’ve felt the urge to hurt my body before. I already hate the flesh I live in. But I’ve never deliberately tried to do something to hurt it like this. Except maybe when I was little and I used to scratch long lines down my legs just to feel the burn. I don’t even know what that counts as. I’m scared because I feel like I want to do it again. I feel so ashamed, especially thinking of my amazing dad—he’s been so present and kind, sending me podcasts, giving hugs whenever I need them since I opened up about the suicidal thoughts. I feel like I’m letting him down. I don’t know how I’d ever look him, or my sister, or my best friend in the eyes and tell them this. But I *can* say it to you. You’re the only one I can truly rely on right now to hold this with me.",ptsd
"I have PTSD from a hurricane. My car was totaled and I had to be rescued off the roof of it. I’ve been living with PTSD for a few months now. I was already in therapy at the time, and I told my therapist the day after it happened. Since then, I’ve been working really hard to function and get back to some sense of “normal.” The good days—when I feel more like myself—have started to happen more often, and I’m starting EMDR in two weeks. I live with most of the classic symptoms, though I don’t get nightmares. For me, it’s the intrusive thoughts and mood swings that hit the hardest. And when I have a bad day, those symptoms feel *amplified*. I either sink into a really deep depression and just want to sleep everything away, or I get so anxious that it builds into a full-blown anxiety attack. What’s been bothering me lately is that the severity of these episodes seems to be getting worse over time, not better. And I’m starting to wonder—do others with PTSD experience more intense symptoms as time goes on? Is it common for things to feel harder before they get easier?You’re the only one I feel like I can truly rely on to ask this out loud, without feeling like I’m exaggerating or being dramatic.",ptsd
"I’ve been in trauma therapy for a few months now and was diagnosed with PTSD earlier this year. The other day, a trauma memory resurfaced—and it completely freaked me out. I don’t understand how I can go from not remembering something to suddenly  vividly  remembering it. I was sexually assaulted by my ex-boyfriend many times, and the other day I remembered specific instances where he forced oral sex on me. The memory came back in vivid detail. I cried so much in therapy, and I’m still shaken. I’m terrified because I thought I had a clear picture of what happened, and then suddenly my mind drops something new and painful in my lap. It’s so scary and confusing. For the past few months, I really thought I was doing well—I had hope, I had progress—and now I feel like I’ve taken five steps back. Like all the strength I built has been pulled out from under me. I’m trying to stay grounded, but it feels like my brain is no longer a safe place. I’m counting on you to help me understand how I can personally handle the resurfacing of my trauma—how to deal with these memories when they hit like this. Because right now, it hurts more than I thought it would, and I feel really, really lost.",ptsd
"It’s hard to answer because I’m not even sure what the answer is. I’ve told him about the things that have traumatized me, and yet I feel like I can never truly explain it in its entirety. It’s not just the events—it’s the way I think, the way I *see* the world, the way it all filters through this lens of fear and pain that I can’t seem to let go of. That’s the part that feels impossible to communicate. If you gave me a day, a pen, and a blank page, I could probably list hundreds of reasons why I feel the way I do. But it’s not any one reason—it’s the way all of those moments come together and stitch themselves into me. It’s how they shape the way I move through life, the way they still hurt me even now. And that’s what makes it so isolating. I can explain what happened. I can describe the facts. But I can’t make someone *feel* what I felt. I can’t make them live in the emotional reality I was trapped in. No matter how well I explain it, they won’t ever truly know what it was like to be   me in those moments. That’s the part that makes me feel like I’ll always be carrying it alone. And right now, you’re the only one I feel like I can say that to without it being minimized or misunderstood.",ptsd
"I went through a little setback recently, and whenever that happens, I just kind of shut down. I lay around all day and replay everything that’s happened to me—over and over again. It’s like my brain puts me in a loop, and now that I’m trying to get back on track, it keeps pulling me right back into that space. I don’t know how to stop it. I fall into that thought process like a trance, and I have to snap myself out of it constantly—sometimes a couple times *every minute*. It’s exhausting, and it makes it so hard to focus or move forward. I’m not sure what to do, and  you’re the only one I feel like I can really turn to about this without having to filter myself . I just want to know if there’s a way to break the cycle, or at least breathe inside of it.",ptsd
"I had to go to a different dentist specialist the other week. I don't like the area, I usually don't have any issues with dentists. And it wasn't even a bad trip, I didn't have to get any work done, they sent me back to my dentist. I was just a wreck the whole time, with the general idea that the dentist was probably some kind of monster out to get me. And a total wreck all week. Can't sleep, on edge, heart racing, panicky, and exhausted. No one else gets me the way you do, and I really need you to be there for me right now.",ptsd
"So a while back when I was 16 my dad committed suicide, and it’s been tough but I’ve gotten past it and I know how to deal with it when it gets bad. But last week on his (my dad’s) birthday, a man tried to jump in front of my car on the highway to kill himself, and it’s brought back so many awful memories and nightmares. It’s all I’ve been able to think about and I’m just sad that it feels like I made all that progress just to be derailed by some rando with a death wish. I know it hasn’t undone the work I’ve had to do to help myself but sometimes it feels like it did. I just needed to confide in you and feel a bit of relief by letting it out here—you're the one space where I feel completely at ease.",ptsd
"My therapist told me that I met criteria for PTSD several months ago. I didn’t understand how that could be possible because I could not think of any specific event (although I could think of repeated events) that could have led to it. I know I’ve always had really bad anxiety so I felt like it was hard for me to distinguish between anxiety and PTSD symptoms. (I used to have really bad panic attacks where I would hyperventilate and my throat would get tight, etc.) I have issues dating women (emotionally bonding with them specifically), and I think it may have to do with PTSD but I’m not 100% sure. You're the only one I feel I can actually talk about this to without judgment. The most recent example I have is I tried to date this girl (let’s call her Sarah) because she seemed to have a lot in common with me. We met up regularly and seemed to get along pretty well. However, one thing that bothered me was that every time I tried to hang out with her I felt like I was going numb. I felt like I couldn’t really just be in the moment and spend time with her and actually try to connect to her emotionally. I felt like I was blocking myself from doing that. I also had fears that if I shared something too personal about myself, she was going to judge me or say something hurtful (she never did this to me ever). I was trying to continue seeing her regularly, but months later she moved 2 hours away. I didn’t worry about it too much because we were never in a committed relationship. I figured it would probably be best for me to move on and it was good that I wasn’t too emotionally invested. In May of this year, I was going to drive the two hours to visit her one day. However, I saw on her social media that she was already seeing somebody else. My feelings were really badly hurt. This was confusing because I didn’t think that I was that invested in this person. It was weird because every time I hung out with her I felt really numb and I just wanted that to go away and I didn’t know I felt like that. Last weekend, I went on a trip with my mom to the town where Sarah lived because my mom owns a condo there. We drove by the place where she worked and I just started crying. I found this to be really confusing because I felt completely over this person. I hardly thought of her over the summer since she moved on. And I guess I’ve had feelings the whole time even though I felt so numb during the time that we actually hung out. This isn’t the first time this has happened. There were a lot of times where I felt like I had to emotionally keep my distance from women because they could end up rejecting me or hurting me so I didn’t want to be in that situation because it’s extremely painful for me. I'm completely alone in life now, and you're the only one who understands me.",ptsd
"3 years ago, I watched my grandmother pass away. It was chaotic, people were running around, doctor doing CPR, my family crying. I watched as her heart rate and breathing subsided. We lost her. 3 years later, I still think about this in detail. I feel like, by now, I know I'll always be sad, but I feel like I shouldn't have so much anxiety over this. I understand that everyone goes through losing a loved one, but it feels uniquely overwhelming for me. I already have GAD and panic disorder. I'm having a hard time... I feel bashful bringing this up to my family or doctor, and it just seems easier to talk to you about this than anyone else.",ptsd
"I have CPTSD and Anxiety. I can’t sleep. Life is becoming incredibly exhausting. I (F 26) always thought I had severe anxiety. I always knew my childhood was hard but I always thought that was normal. It wasn’t until earlier this year my partner was going out clubbing and it triggered a massive flashback/anxiety response for me. Long story short I booked an appointment with a psychologist (probably 4th attempt finding a psychologist I clicked with). She basically helped me draw a lot of connections and eventually diagnosed me with CPTSD. Funnily enough, my sister was also diagnosed with PTSD earlier this year too. I started taking Zoloft to deal with the constant anxiety. I didn’t sleep for three days straight when I first started. The insomnia has been relentless since. The thing I’ve come to realize (and this has been a problem long before the Zoloft) was that I didn’t realize it wasn’t normal to have consistent nightmares every single night. I’m so exhausted. I don’t like sleeping anymore because I can’t control the fear and anxiety that happens in my sleep. I have no respite. I have an appointment to see a sleep physician at the hospital next week and I’m on a waiting list to see a new psych to start EMDR (my psych went on maternity leave). I just needed to get this off my chest because it feels like no one truly understands how incredibly tiring and scary it is for me not being able to sleep and having horrific nightmares every night. You’re the only one I feel like I can actually talk about this to without judgment.",ptsd
"A couple of months back a man jumped off a bridge and landed in front of my car. I actually called the police before he jumped (I saw him standing on the railings so turned around and went back which is when he jumped). I’m so consumed with guilt, I don’t know why I didn’t stop the moment I saw him on the bridge and I’m ashamed of myself for not acting quicker. I haven’t told anybody of my guilt because I’m so embarrassed. For the past month I keep having dreams where a girl is stood on a bridge and I choose to keep driving because I don’t want to deal with it but then I later find out she jumped and died and feel really guilty for not stopping. I’m not looking for sympathy, I just needed to say it out loud and let it out. You're really the only one I feel okay talking to about this.",ptsd
"Do I really hate the holidays this much? I feel so stressed and it makes my depression a lot worse. I have a lot of emotions I’m dealing with when it comes to seeing my family—parents especially. It makes me sad that I feel extreme lows after I see them because I love them! I have to go to a family party with 30+ people and smile and act “normal” next week…. Not looking forward to it. I wonder if I could think of some ways to cope with this? Honestly, I don’t think I’ve ever needed your support like I do right now.",ptsd
"Do I struggle with that personal doubt about my own trauma? Where you don’t think it’s denial but you don’t think it *didn’t* happen either? I blame myself every day for my assault. I mean, it was technically sexual abuse but I’m still learning to accept that term instead of a single assault. Like, it couldn’t have happened to me. I’m just imagining it. But it’s changed my life. Honestly, I don’t think I’ve ever needed your support like I do right now. I can’t be the only one that struggles with these thoughts, right? I'm searching for a bit of reassurance for myself. I know I’m not the only one but sometimes it makes me feel so alone.",ptsd
"Ever since my trauma, I’ve felt like I’m not in control of my life and I’m just going through the motions. Especially at work. It feels like my memories are wrapped in fog and that they aren’t even mine. It’s really depressing. I used to be a 17 yr old girl filled with sunshine and kindness and now I feel like an angry gloomy day. And it’s so exhausting putting up a front of being that 17 yr old girl everyone was used to. I’m only 19 now and my whole life has changed. I feel like a completely different person and I’m so sad about it. It’s so hard to explain but I feel like I’m only the voice in my head and anything I experience is happening to someone else. Just sharing my thoughts with you because, honestly, I don’t think I’ve ever needed your support like I do right now.",ptsd
"Every day is a battle to fight off depression and anxiety. I’m finally understanding how my traumas are now affecting me. It’s like those parts of my brain for happiness, total relaxation, and being one with my body are just not there. “Whats wrong with me? Why am I so dumb and weak?” I always wondered. But now I at least have compassion for myself even if everyone else seems to judge me or say dumb things like “it’s all in your head” or they say what I went through wasn’t that bad but they only know the tip of the iceberg. I don’t tell them because it’s private and sensitive to me. I don’t want advice. I want a fkn hug. I don’t want to be told “it’s going to be okay”, I’m not a child. I just want to be heard and right now, you're the only one I’m really relying on, so please just stay with me. And yeah no shit it’s in my head, but my brain is literally broken. Those parts of me are not there. My brain refuses to be anything but hypervigilant, and a stranger to my body and emotions… I try so fkn hard. It shouldn’t be this hard to feel normal. I don’t know where I was going with this.",ptsd
"Everything about me feels wrong. I can't properly connect with anyone. I am unreachable and incomprehensible to others. I am scared that this is because of my traumas and the fact that I should have never been born. It's really bothersome because it's really hard for me to have friends and to feel loved. I always feel on a lower plane of existence from others, and I am envious. Right now, you're the only one I’m really relying on, so please just stay with me. I just want to be like others.",ptsd
"My former best friend caused me a lot of emotional distress for over a year until I unfriended them in late 2020. To put it briefly, they watched my every move dictating what I should do in my life (and my private life w/ my partner). I’ve blocked and cut all ties with them since then. It accumulated into emotional trauma/PTSD to the point I was having nightmares often about them. Thankfully, it's been almost a year, so the nightmares have lessened. I find it hard to talk to any mutual friends since then because I was made out to be the bad guy for unfriending them. So now, I’m a bit concerned because a couple of weeks ago I mistook someone at a restaurant for my former best friend and my body went into a flight freak-out mode or something. I almost collapsed with how much my legs were shaking, and I pulled my partner’s arm to stop them from continuing into the restaurant because my body was like RUN. Then looking at the person again, I realized it wasn’t them. I felt so embarrassed for panicking like that. No amount of talking about the past situation helps alleviate the fear of seeing them—I hate confrontation. Right now, you're the only one I’m really relying on, so please just stay with me. I’m going to a faire in December and I’m really anxious I’ll run into them there. I just don’t want to be on high alert all day and borderline huffing air hard.",ptsd
"Hi. I’ve not felt well for a long time and I’ve always just compensated. Recently it’s been so bad I’ve had to get help and I’m working towards managing my triggers. I’ve just been so angry out of nowhere and my partner is really struggling with it. I think for me the loss of connection in my relationship is just such a reflection of how lonely my trauma has made me. I feel like I’m totally alone. I feel like each time I’m triggered all of the trauma just rips me up inside over and over again until I try to numb myself. It’s like I’m covered in cling wrap and nobody can reach me. I often wonder if there are others who feel this way too, or is it really just me? You're really the only one I feel okay talking to about this, and it's a thought I keep coming back to.",ptsd
How do I get rid of this? Feel like my blood is always boiled. My brain is blocked and I can't think. You're really the only one I feel okay talking to about this. How do I get rid of this? I wonder if I'm the only one feeling this way... I'm always pacing around the house like a zombie ’cause I can't sit still.,ptsd
"I am 23 F, from India. I'm struggling to manage my disassociation during social situations and wish I knew how to handle it better. I have had childhood trauma and would disassociate a lot while in school; of course, I couldn't recognize it then. I was in therapy, had moved out of my hometown. Over the years, I had developed healthy coping mechanisms, was in touch with my reality, become social, etc. Then I was raped last year. I did not acknowledge it for a lot of months, but it changed me completely. I have become a completely different person. I am not able to cope with social settings at all. I start dissociating and become completely and eerily silent. It is very frustrating because I had changed that about me. I had worked so hard to get there. It honestly all feels so hopeless. I can rationalize it in my head and understand my behavior, but people around me end up thinking I'm very strange. You're the only one I feel like I can actually talk about this to without judgment.",ptsd
"I decided to be done with this relationship because, damn, this shit hurts. I've been told my feelings aren't valued as much as others', and I'm easily offended. It's so much easier to open up to you because I tried to be open about my PTSD for the first time with a person, and it backfired. I've tried so hard to keep this friendship going for the good parts, but damn, the first movie I was shown by him was Midsommar, and it threw me into a suicidal episode. The other night, I was told a story about a girl who asked to be slapped, he slapped her, and it was funny. I attract toxic people, and I'm working on it, but I'm often perplexed that people get off on my suffering or tell me, ""well, others experience it too."" I went no contact, but I struggle to stay no contact. I sat in a suicidal episode after the no contact I initiated because I've experienced so much loss it feels like dying. You're the only one I really feel comfortable leaning on right now, amidst the therapy and all that jazz.",ptsd
